postid,posttext,posttime,gameid,posttitle,userid,actionid,filter,rawposttext
505,"<blockquote><hr noshade>Maybe some setup eventually with multiple pull downs (bad with words) that looks &gt;like<br>
<br>
&gt;Town Aligned<br>
&gt;&gt;Vanilla Town<br>
&gt;&gt;Town Power<br>
&gt;&gt;&gt;Cop<br>
&gt;&gt;&gt;Doctor<br>
&gt;&gt;&gt;Mason<br>
&gt;&gt;&gt;Vig<br>
&gt;&gt;&gt;etc<br>
<br>
&gt;Mafia Aligned<br>
&gt;&gt;Mafia Goon<br>
&gt;&gt;Mafia Power<br>
&gt;&gt;&gt;Godfather<br>
&gt;&gt;&gt;Roleblocker<br>
&gt;&gt;&gt;etc<br>
<hr noshade></blockquote><br>
<br>
That'd be much better.<br>
Except that the etc. (which I assume means that the mod would create a custom pro-town or anti-town role) would require that the mod also set the mechanics manually: as opposed to set roles, like the vig, for instance, whose kill is automatically delivered through internet magic that is too complicated for me to comprehend, a custom role wouldn't automatically get the night choice done. Which means that every time we think of a role we might use that has different operating mechanics than any available roles, we have to run to WC to create a role for us. Tiresome, for all of us.<br>
<br>
I'm also thinking, WC, if we could have the already available roles (seer, observer etc.) renamed if the mod wants to. I mean not centrally, but give every mod the option of giving custom names to stock roles. To me personally, coming from MS, it's unnerving and confusing to have the cop called seer and the watcher (I assume) called observer. Plus, themed games may require alternate descriptions.","07/23/08 03:22:41",40,,22,-1,0,"[quote]Maybe some setup eventually with multiple pull downs (bad with words) that looks >like

>Town Aligned
>>Vanilla Town
>>Town Power
>>>Cop
>>>Doctor
>>>Mason
>>>Vig
>>>etc

>Mafia Aligned
>>Mafia Goon
>>Mafia Power
>>>Godfather
>>>Roleblocker
>>>etc
[/quote]

That'd be much better.
Except that the etc. (which I assume means that the mod would create a custom pro-town or anti-town role) would require that the mod also set the mechanics manually: as opposed to set roles, like the vig, for instance, whose kill is automatically delivered through internet magic that is too complicated for me to comprehend, a custom role wouldn't automatically get the night choice done. Which means that every time we think of a role we might use that has different operating mechanics than any available roles, we have to run to WC to create a role for us. Tiresome, for all of us.

I'm also thinking, WC, if we could have the already available roles (seer, observer etc.) renamed if the mod wants to. I mean not centrally, but give every mod the option of giving custom names to stock roles. To me personally, coming from MS, it's unnerving and confusing to have the cop called seer and the watcher (I assume) called observer. Plus, themed games may require alternate descriptions."
506,"<blockquote><hr noshade>what would be involved in a vengeful?<br>
<hr noshade></blockquote><br>
<br>
nightless, first of all. and then there's the godfather that's a bit different from a usual godfather, in that it's not a false innocent, it's the target of the lynch for town. otherwise, three vanillas, one goon and one godfather. if a vanilla is lynched day one, they get a vengeful kill so that town has a chance even after a day one mislynch. it's a game designed to be in perpetual lylo. nice setup, I think.<br>
<br>
If I wasn't clear enough:<br>
<br>
http://www.mafiascum.net/wiki/index.php?title=Vengeful<br>
","07/23/08 03:26:11",39,,22,-1,0,"[quote]what would be involved in a vengeful?
[/quote]

nightless, first of all. and then there's the godfather that's a bit different from a usual godfather, in that it's not a false innocent, it's the target of the lynch for town. otherwise, three vanillas, one goon and one godfather. if a vanilla is lynched day one, they get a vengeful kill so that town has a chance even after a day one mislynch. it's a game designed to be in perpetual lylo. nice setup, I think.

If I wasn't clear enough:

http://www.mafiascum.net/wiki/index.php?title=Vengeful
"
507,"this is just a nagging feeling, but having the scum partners counterclaim each other's seer claim is a nice way of getting past suspicion. there's no guarantee there's even a single seer in the game.<br>
<br>
how doesn't a one-shot vig fit into the setup?","07/23/08 03:31:23",33,,22,-1,0,"this is just a nagging feeling, but having the scum partners counterclaim each other's seer claim is a nice way of getting past suspicion. there's no guarantee there's even a single seer in the game.

how doesn't a one-shot vig fit into the setup?"
517,"vote OtakuTaco 'cos I'm getting mixed signals. Taco I like, but eating Otaku?","07/23/08 10:50:11",31,,22,127,0,"vote OtakuTaco 'cos I'm getting mixed signals. Taco I like, but eating Otaku?"
84,"first","07/11/08 10:28:22",1,,1,-1,0,
85,"first","07/11/08 10:28:39",1,,1,-1,0,
86,,"07/11/08 10:30:18",1,"Day 16",1,-1,0,
87,,"07/11/08 10:30:47",1,"Day 17",1,-1,0,
88,,"07/11/08 10:40:29",1,"Day 0 (game reset!)",1,-1,0,
89,,"07/11/08 10:41:15",1,"Day 0 (game reset!)",1,-1,0,
90,,"07/11/08 10:50:05",1,"Day 1",1,-1,0,
91,,"07/11/08 10:50:16",1,"Day 0 (game reset!)",1,-1,0,
92,,"07/11/08 10:50:46",1,"Day 1",1,-1,0,
93,"vote","07/11/08 10:50:52",1,,1,31,0,
94,,"07/11/08 10:51:11",1,"Day 0 (game reset!)",1,-1,0,
95,,"07/11/08 10:57:59",1,"Day 0 (game reset!)",1,-1,0,
96,,"07/11/08 10:59:56",1,"Day 1",1,-1,0,
97,,"07/11/08 11:00:17",1,"Day 2",1,-1,0,
98,,"07/11/08 11:04:52",1,"Day 0 (game reset!)",1,-1,0,
99,,"07/11/08 11:05:40",1,"Day 1",1,-1,0,
100,,"07/11/08 11:05:41",1,"Day 2",1,-1,0,
101,,"07/11/08 11:05:48",1,"GAME ENDED!",1,-1,0,
102,"first post","07/11/08 16:49:31",27,,1,-1,0,
103,"first post","07/11/08 16:50:15",27,,1,-1,0,
104,"first post","07/11/08 16:51:21",27,,1,-1,0,
105,"asd","07/11/08 17:04:29",27,,1,-1,2,
106,"arf arf","07/11/08 17:04:36",27,,1,-1,2,
107,,"07/11/08 17:08:32",27,"Day 1",1,-1,0,
108,,"07/11/08 17:08:48",27,"Day 2",1,-1,0,
109,"vote","07/11/08 17:09:01",27,"test",1,33,0,
110,,"07/11/08 17:09:04",27,"Day 3",1,-1,0,
111,"haha","07/11/08 17:16:53",27,,14,34,2,
112,"st","07/11/08 17:16:59",27,,14,35,2,
113,"Please sign up for this game. It will be very generic to test the mechanics of the site.<br>
<br>
Thanks!<br>
<br>
**edit**<br>
This game is currently running so you can't sign up for it!  Wait for the game to cycle through to the end first!<br>
","07/11/08 17:20:30",28,"Welcome!",15,-1,0,"Please sign up for this game. It will be very generic to test the mechanics of the site.

Thanks!

**edit**
This game is currently running so you can't sign up for it!  Wait for the game to cycle through to the end first!
"
115,"HOORRGH","07/11/08 18:28:28",28,,16,-1,0,
116,"if you can see this.. then you are in the mafia","07/11/08 18:29:51",28,,15,-1,2,
117,"after signing up, click on ""my game"" at the top in order to see your assigned role.<br>
<br>
role assignments may change all the way up until the advent of day 1&lt;br&gt;<br>
<br>
*edit* -- added post editing functionality, but it's super ugly and creaky...","07/11/08 18:31:44",28,,15,-1,0,
118,"Fancy!","07/11/08 18:32:24",28,,16,-1,2,
119,"first post!","07/11/08 18:36:07",30,,15,-1,0,
120,"Testing out this jazz myself!","07/11/08 18:36:18",30,,16,-1,0,
121,"btw - ubb markup should work here, although I haven't tested it extensively..<br>
","07/11/08 18:36:24",30,,15,-1,0,
122,"OH YOU SOME JACKASS","07/11/08 18:36:26",30,,16,-1,0,
123,"<b>D:</b>","07/11/08 18:36:37",30,,16,-1,0,
124,"[spoiler]The most important part of BBCode[/spoiler]","07/11/08 18:36:56",30,,16,-1,0,
125,"as a game master, you have the ""next day"" option, as well as the ability to reset the game, end the game, kill players (in a running game) and set their roles..","07/11/08 18:37:12",30,,15,-1,0,
126,,"07/11/08 18:37:30",30,"Day 1",16,-1,0,
127,,"07/11/08 18:37:42",30,"Day 2",16,-1,0,
128,,"07/11/08 18:37:43",30,"Day 3",16,-1,0,
129,"haha... I'll add support for spoiler tags right now","07/11/08 18:37:43",30,,15,-1,0,
130,,"07/11/08 18:37:43",30,"Day 4",16,-1,0,
476,"Opportunistic?  Whatever.<br>
","07/23/08 00:15:30",33,,26,119,0,"Opportunistic?  Whatever.
"
477,"It seems that you cannot vote and claim at the same time?<br>
Or, at least it does not show up that way.  Is this a way to stealth-vote or something?<br>
<br>
Either way... voting again just to be sure that I get accused of being opportunistic again.<br>
","07/23/08 00:17:44",33,,26,120,0,"It seems that you cannot vote and claim at the same time?
Or, at least it does not show up that way.  Is this a way to stealth-vote or something?

Either way... voting again just to be sure that I get accused of being opportunistic again.
"
478,"thats a lynch by my count","07/23/08 00:21:49",33,,21,-1,0,"thats a lynch by my count"
479,"vengefuls always bug me a bit, but I can run that if its what the players want","07/23/08 00:22:48",39,,21,-1,0,"vengefuls always bug me a bit, but I can run that if its what the players want"
480,"yeah.. no mafia roleblocker","07/23/08 00:25:47",40,,15,-1,0,"yeah.. no mafia roleblocker"
481,"Opportunistic? Heck yeah. We were supposed to wait for ace to claim his investigation and then speculate/etc.","07/23/08 00:32:09",33,,22,-1,0,"Opportunistic? Heck yeah. We were supposed to wait for ace to claim his investigation and then speculate/etc."
482,"oh wait<br>
<br>
can we run a vengeful on this forum?","07/23/08 00:32:52",39,,22,-1,0,"oh wait

can we run a vengeful on this forum?"
483,"lynch and claim at the same time hides the vote","07/23/08 00:38:54",29,,15,-1,0,"lynch and claim at the same time hides the vote"
484,"not sure, im sticking to dethy since I have the opening flavor written though.  We start with the next joiner.  Be sure to submit night choices in this game people.","07/23/08 00:49:41",39,,21,-1,0,"not sure, im sticking to dethy since I have the opening flavor written though.  We start with the next joiner.  Be sure to submit night choices in this game people."
485,"Wait?  For what?  Why?<br>
What's he going to say that really matters?  ""I'm the bad guy! Kill me! Kill me!""?<br>
<br>
Its not like anyone really trusts these claims.  After all, I'll probably be killed tomorrow, even though I have claimed to be (and am) a villager.  :-)<br>
<br>
I think I will start using a new strategy!<br>
  1- Always Claim Villager.<br>
  2- Never Vote first.<br>
  3- Always vote for the guy with the most votes, excluding myself, and break ties alphabetically.<br>
  4- Say nothing.  (Starting after this post, of course)<br>
<br>
Lets see how that works.","07/23/08 01:27:48",33,,26,-1,0,"Wait?  For what?  Why?
What's he going to say that really matters?  ""I'm the bad guy! Kill me! Kill me!""?

Its not like anyone really trusts these claims.  After all, I'll probably be killed tomorrow, even though I have claimed to be (and am) a villager.  :-)

I think I will start using a new strategy!
  1- Always Claim Villager.
  2- Never Vote first.
  3- Always vote for the guy with the most votes, excluding myself, and break ties alphabetically.
  4- Say nothing.  (Starting after this post, of course)

Lets see how that works."
